,date,veg,region,price,日最低気温0℃未満日数(日),日平均気温25℃以上日数(日),日最高気温25℃以上日数(日),最高気温(℃),最深積雪(cm),日最低気温25℃以上日数(日),日照時間(時間),日最低気温の平均(℃),日最高気温の平均(℃),日平均気温0℃未満日数(日),最低気温(℃),日照時間0.1時間未満日数(日),降水量の合計(mm),日最高気温0℃未満日数(日),日降水量の最大(mm),平均気温(℃),降雪量合計(cm),pca1,pca2,pca3
0,2016-01-01,えのきだけ,中国,314.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
1,2016-01-01,かぼちゃ,中国,358.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
2,2016-01-01,かんしょ,中国,254.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
3,2016-01-01,きゅうり,中国,433.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
4,2016-01-01,こまつな,中国,457.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
5,2016-01-01,ごぼう,中国,385.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
6,2016-01-01,さといも,中国,297.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
7,2016-01-01,さやいんげん,中国,1359.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
8,2016-01-01,ししとうがらし,中国,1987.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
9,2016-01-01,しめじ,中国,530.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
10,2016-01-01,しょうが,中国,762.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
11,2016-01-01,その他の野菜,中国,578.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
12,2016-01-01,たまねぎ,中国,70.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
13,2016-01-01,だいこん,中国,56.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
14,2016-01-01,ちんげんさい,中国,354.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
15,2016-01-01,なす,中国,539.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
16,2016-01-01,なめこ,中国,424.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
17,2016-01-01,にら,中国,822.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
18,2016-01-01,にんじん,中国,89.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
19,2016-01-01,ねぎ,中国,467.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
20,2016-01-01,はくさい,中国,64.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
21,2016-01-01,ばれいしょ,中国,125.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
22,2016-01-01,ほうれんそう,中国,593.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
23,2016-01-01,みずな,中国,467.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
24,2016-01-01,みつば,中国,1138.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
25,2016-01-01,やまのいも,中国,373.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
26,2016-01-01,れんこん,中国,573.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
27,2016-01-01,カリフラワー,中国,268.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
28,2016-01-01,キャベツ,中国,61.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
29,2016-01-01,セルリー,中国,272.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
30,2016-01-01,トマト,中国,425.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
31,2016-01-01,ピーマン,中国,610.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
32,2016-01-01,ブロッコリー,中国,430.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
33,2016-01-01,ミニトマト,中国,728.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
34,2016-01-01,レタス,中国,253.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
35,2016-01-01,生しいたけ,中国,1098.0,15.541666666666666,0.0,0.0,15.2125,41.35,0.0,70.92916666666666,-0.0666666666666666,7.2375,5.375,-7.2625,6.5,156.10416666666666,1.375,40.458333333333336,3.2541666666666664,80.45,-15.432198426983003,111.11495562402584,6.770551941017712
36,2016-02-01,えのきだけ,中国,306.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
37,2016-02-01,かぼちゃ,中国,411.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
38,2016-02-01,かんしょ,中国,247.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
39,2016-02-01,きゅうり,中国,421.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
40,2016-02-01,こまつな,中国,467.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
41,2016-02-01,ごぼう,中国,389.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
42,2016-02-01,さといも,中国,301.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
43,2016-02-01,さやいんげん,中国,1869.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
44,2016-02-01,ししとうがらし,中国,1611.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
45,2016-02-01,しめじ,中国,516.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
46,2016-02-01,しょうが,中国,764.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
47,2016-02-01,その他の野菜,中国,523.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
48,2016-02-01,たまねぎ,中国,74.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
49,2016-02-01,だいこん,中国,69.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
50,2016-02-01,ちんげんさい,中国,422.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
51,2016-02-01,なす,中国,474.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
52,2016-02-01,なめこ,中国,416.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
53,2016-02-01,にら,中国,1058.0,15.708333333333334,0.0,0.0,17.020833333333332,20.8,0.0,106.2875,-0.2624999999999999,8.9125,3.375,-5.3,3.8333333333333335,126.5,0.0416666666666666,34.9375,4.0625,54.1,-43.25281618143463,63.124395532133896,-1.3948460175089143
