,date,region,日最低気温0℃未満日数(日),日平均気温25℃以上日数(日),日最高気温25℃以上日数(日),最高気温(℃),最深積雪(cm),日最低気温25℃以上日数(日),日照時間(時間),日最低気温の平均(℃),日最高気温の平均(℃),日平均気温0℃未満日数(日),最低気温(℃),日照時間0.1時間未満日数(日),降水量の合計(mm),日最高気温0℃未満日数(日),日降水量の最大(mm),平均気温(℃),降雪量合計(cm),pca1,pca2,pca3
0,2015-01-01,中国,13.041666666666666,0.0,0.0,12.325,27.05,0.0,71.5625,0.425,7.35,3.4166666666666665,-3.875,4.833333333333333,176.5,0.625,38.4375,3.625,75.5,4.854735616542109,105.81486289206471,-0.315730126387048
1,2015-01-01,中部,20.22448979591837,0.0,0.0,10.79795918367347,92.275,0.0,106.10816326530612,-1.8673469387755104,5.308163265306123,11.0,-6.573469387755103,7.469387755102041,177.8469387755102,2.63265306122449,30.540816326530614,1.6428571428571428,148.875,-9.361617931639342,137.17006917883748,95.56266369248041
2,2015-01-01,九州,4.461538461538462,0.0,0.0,17.21923076923077,0.2222222222222222,0.0,129.8923076923077,4.45,12.21923076923077,0.2692307692307692,-0.4076923076923076,3.230769230769231,112.92307692307692,0.0384615384615384,35.69230769230769,8.28076923076923,0.2222222222222222,-50.1866091664887,8.55265794109544,-33.95590419276312
3,2015-01-01,北海道,30.8,0.0,0.0,5.16,75.27,0.0,91.469,-9.399,-0.606,27.95,-17.18,6.66,56.4,17.64,12.83,-4.632,118.81,-126.87083561076386,126.50349444609245,50.29376525225347
4,2015-01-01,北陸,15.411764705882351,0.0,0.0,12.388235294117647,50.94117647058823,0.0,46.28823529411765,-0.0529411764705882,5.876470588235295,1.8823529411764703,-2.994117647058824,10.529411764705882,256.97058823529414,0.0588235294117647,31.294117647058822,2.664705882352941,104.11764705882354,76.6846958007713,153.91913470788427,20.874476513302366
5,2015-01-01,四国,1.6666666666666667,0.0,0.0,16.466666666666665,0.0,0.0,154.88888888888889,3.744444444444445,11.1,0.0,-0.6333333333333333,1.6666666666666667,100.5,0.0,41.55555555555556,7.377777777777778,0.0,-61.959586289656706,-12.2230537329473,-20.199308349752442
6,2015-01-01,東北,27.946666666666665,0.0,0.0,7.688000000000001,86.48648648648648,0.0,64.972,-3.694666666666667,2.468,17.373333333333335,-9.648,7.973333333333334,95.28666666666666,6.346666666666667,18.56,-0.5626666666666668,162.28378378378378,-90.04111421907821,170.19456327156027,69.21017870469652
7,2015-01-01,沖縄,0.0,0.0,0.0,24.125,0.0,0.0,87.4,14.9875,19.8625,0.0,9.6125,6.75,79.4375,0.0,38.75,17.275,0.0,-76.422858397488,31.978771864602358,-65.40251035630763
8,2015-01-01,関東,14.608695652173912,0.0,0.217391304347826,14.91304347826087,35.529411764705884,0.0,153.98260869565215,1.065217391304348,9.034782608695652,6.434782608695652,-3.369565217391304,4.521739130434782,109.02173913043478,3.0,34.76086956521739,4.891304347826087,78.0,-65.66904593495896,41.36500902026986,46.84708725572043
9,2015-01-01,関西,8.647058823529411,0.0,0.0,12.91764705882353,31.214285714285715,0.0,85.10000000000001,1.4705882352941178,7.652941176470588,1.2941176470588236,-2.152941176470588,5.529411764705882,188.52941176470588,0.2352941176470588,34.97058823529412,4.323529411764706,60.5,15.931784681777923,89.72206281931892,-0.04311871998957504
